0,022865309
0,021303258
0,020079523
0,018501388
0,016339869
0,012267044
0,00942029
0,01885626
0,016181989
0,007159294
0,013297217
0,011850731
0,009956854
0,006339581
0,010467849
0,015
0,012830002
0,012555391
0,017028986
0,022054381
0,03230042
0,026607017
0,020477816
0,023283161
0,038071066
0,038314176
0,027394209
0,030117532
0,024138566
0,020717899
0,030504909
0,040012702
0,034376603
0,03195122
0,029802154
0,034547402
0,03090379
0,036542923
0,040755041
0,045220746
0,038873371
0,050308495
0,068085106
0,091559371
0,057486997
0,081162094
0,040725171
0,068623124
0,043601359
0,042235385
0,057107053
0,055507745
0,055432862
0,052679548
0,057796853
0,068220101
0,060008573
0,070160243
0,066813363
0,131021898
0,046248992
0,068263205
0,090612105
0,086515308
0,08569869
0,086178262
0,105790646
0,109577465
0,137040099
0,100216152
0,100355425
0,08724236
0,114699596
0,082745826
0,070153417
0,080639168
0,083136991
0,076526098
0,08792924
0,135057471
0,126000843
0,141222079
0,140011276
0,137763617
0,160487557
0,110263397
0,132671606
0,121441551
0,139921079
0,130496765
0,273893256
0,197452229
0,193831428
0,207643622
0,182988506
0,183510638
0,177017853
0,201461147
0,221129442
0,163137388
0,137330478
0,159878614
0,221065675
0,206430155
0,283634851
0,266801322
0,315779817
0,279928855
0,480420807
0,365698537
0,44881141
0,333240223
0,387878788
0,392711045
0,482573727
0,456675508
0,506142931
0,585602215
0,553665589
0,645121279
0,498367244
0,53701016
0,501158802
0,597178683
0,493172373
0,629133038
0,560215947
0,565819861
0,680690073
0,657931516
0,706034483
0,764968722
0,674035088
0,673040752
0,671610169
0,642519219
0,605555556
0,658341658
0,581908832
0,547194719
0,724004753
