4,217589264	1,44402942	2,184133363
5,551142291	0,961189568	2,183191608
5,925563454	1,199104029	2,72726281
5,72604319	1,916755317	1,089609484
6,481326156	1,196996974	3,266550523
7,423636478	1,912128151	2,174764038
4,180387522	1,670357361	2,17147014
6,259175382	1,430066188	2,712776635
5,116747113	1,190844785	4,337900781
4,733369307	0	2,167998179
6,622040421	0,475489695	3,789478243
5,67136697	1,661460756	3,244470881
4,720160561	1,659200265	2,700104764
5,845461094	1,420098176	3,779799671
4,520446545	2,126789753	5,935646797
4,89030666	2,124395137	3,772812039
3,380713406	3,299062359	3,770434408
9,001051998	1,411120571	3,762854179
4,120644993	3,053248657	3,754619523
7,84941092	3,518698363	3,212765388
7,652123278	2,10882967	1,603729205
6,148583311	1,871804771	2,135759556
6,327052803	3,502937797	3,199419839
7,252049634	2,565477995	2,66235011
6,870976069	3,727466301	5,321583277
9,274648305	3,026014413	5,849974739
6,671658055	1,394816861	2,125150089
13,88847738	2,554711469	9,023546147
16,46172741	1,856531859	3,711047258
7,755516573	1,853679786	2,115618554
5,344410392	2,313122808	3,69759973
10,11220875	2,310498675	3,16845068
9,364000742	3,229929449	3,167213011
8,248964755	2,074464039	2,639511374
10,07143393	2,993205424	2,109382004
13,17055503	5,751979256	7,901557134
3,836310127	0,689648831	1,578257919
2,006903749	0,229648018	0
2,733883755	1,375929039	1,05116548
4,549739573	0,687179746	0,524978476
3,996700905	1,143923934	1,048064225
3,989634205	2,284988312	0,522944176
6,516509396	1,1412164	0,521809007
5,775318455	0,684080311	3,126905458
14,0532691	1,367010394	2,603556458
6,474901662	5,237569312	2,081641999
6,28835899	4,548411013	5,199856484
6,461258474	2,954082201	4,155218175
5,737244939	3,405182688	2,594935723
3,404054049	2,721687083	2,074656515
4,831367384	4,757675717	3,62938767
8,401228367	1,584613852	2,073226355
8,75020313	3,163548688	3,62376986
5,705900079	4,287767901	3,617477585
5,163284419	0,450712351	1,031959795
3,552246441	5,850887872	5,151320026
6,206818279	3,596992914	2,573976072
4,602739338	4,042981384	1,544560573
5,481641805	4,932857088	3,085959399
5,649109118	3,361879425	2,055181627
4,230073709	3,580339461	2,053598932
3,168657053	2,903814495	2,051650296
6,501699228	1,783747386	1,536775026
7,01806098	4,45171558	2,047617341
4,730286095	4,221302916	3,064742689
2,974196223	2,217825998	1,019804605
1,397423849	1,549323831	0,50923757
4,009713968	2,431309968	1,017506194
2,961899518	1,324579336	1,526049668
1,565688459	1,323328966	1,525940997
3,303428611	3,743874911	1,016002032
4,864708969	1,759610774	0,507797226
2,082154892	0,878919983	1,522201306
1,560130011	1,755217384	1,520581065
1,904600302	2,190796464	1,519187336
1,037529159	1,530877805	2,024168573
6,043245465	3,056534981	1,010703348
4,653543674	3,051172522	1,513569147
4,815928339	1,305446104	4,028278515
2,403767734	2,607465609	4,525592224
4,633260288	6,079990967	7,539696502
7,027033512	6,076771325	3,516792685
6,850957421	8,888965975	8,025883474
9,580674411	3,032147258	5,011476281
5,980963448	4,107788367	5,507324742
8,364815197	5,398250535	2,002292625
6,47892559	4,743853475	4,501417947
4,257275684	3,876979144	4,99902519
8,843086237	4,516507836	3,493467216
8,1471373	4,080826131	4,486428554
4,236218311	6,215653158	6,472040784
7,438840893	6,850502763	4,477456009
4,724693781	9,410717952	4,971982876
7,074422929	8,551211065	3,975333058
7,067221051	10,89212948	5,459138349
9,582747021	5,759520808	5,948427137
8,393543015	4,473081634	4,45732115
9,226005257	4,680691721	6,433764396
27,30606412	7,438167576	8,89864444
14,55073356	6,578626256	6,909042456
14,69228021	7,629850519	7,881812226
17,99424184	10,79349089	10,814265
10,81144017	8,661959631	6,375267884
12,11785192	6,328513116	7,836184562
11,26542162	7,166373688	6,84924805
9,761795641	9,689146892	9,289681608
9,753484804	14,29992408	9,277751464
8,263916435	9,453007002	7,805791898
7,098731803	5,666079073	12,6706888
18,1441204	9,854075813	5,355586607
11,20197155	12,7728629	8,75550259
14,47673194	10,24697296	8,253148333
13,14220191	11,07012612	7,753628456
19,18438489	8,758594371	12,08716295
11,29235246	8,329012658	9,161880789
13,55947709	10,60756382	9,149615475
15,48964395	16,20365081	9,616956618
14,32515497	14,11453112	9,12601587
12,3511363	13,26479854	12,46583881
23,37734443	14,28938278	21,04598548
7,297281519	9,307308719	10,02793496
23,80832838	11,36025645	15,25582105
24,74514922	15,88021779	19,5145169
24,22981495	17,91937517	10,92408238
34,50816989	18,09158453	12,31684613
29,13321444	28,52458142	10,38848201
26,35380628	16,79089196	8,479486708
28,55236311	18,60126652	17,39367528
46,57535124	26,32244795	24,88169458
34,03621581	22,22018367	22,5118539
31,28746315	20,75115098	17,78876312
36,35204082	17,87444422	20,5686291
33,93400235	18,8556066	11,20066457
35,02727351	23,69121238	22,3645894
28,94153492	22,43693402	29,76135117
23,19212611	19,98635275	17,63578393
34,25330957	32,45300362	19,44921671
30,06804874	21,72081115	23,09884922
24,49202745	17,05857916	22,132871
44,63595671	26,64636467	27,64021652
41,87644245	24,81667681	30,36618863
47,77402884	31,78004213	27,56846168
55,71756375	31,91879858	31,65326373
49,70615353	26,88348697	29,29504227
38,99471927	23,07135413	25,58643188
39,12265108	27,60582066	25,53742601
51,26882527	33,72841877	25,48199651
52,93318552	29,71685778	29,99454645
49,40549757	34,61227331	36,31527103
52,40250723	35,74023758	41,22590436
97,33334575	26,02072196	21,25581143
55,48950892	37,18737518	30,72043948
57,87941582	29,48982601	28,43576226
63,81749125	36,33528234	33,36700094
84,90917034	35,87053676	40,93788239
52,92115519	29,15069737	31,88159803
52,6928025	30,2746201	30,04955935
65,3972924	29,05293288	32,26399115
86,86574553	36,60535918	45,23022633
71,42780339	34,20816837	45,15439674
85,4796606	36,28693457	47,30896773
92,25162934	53,64038094	50,79217979
65,29750891	39,82615689	50,26489153
68,88630247	43,06682117	55,10670257
74,4687994	47,44208113	58,59062905
94,19353265	55,51389871	44,33724683
110,1578319	63,89518111	53,58938133
117,8774744	82,0681954	62,80545788
94,15751838	62,00675355	44,16668507
110,5254596	63,68412673	55,13822049
129,4071724	74,71192805	57,71611601
89,01283851	63,58654953	35,19391849
59,96277754	33,4780862	36,91561267
114,5624851	60,58544268	49,09309278
115,5771273	56,32157135	64,31036972
104,16872	79,20572877	83,45895873
146,3263001	112,1347753	81,12705544
151,2235775	116,6518628	90,18232514
156,6978094	110,7944648	88,34537384
219,0031799	180,1626981	139,5154771
104,2254416	74,3196238	62,50189893
106,5671033	79,92815958	78,44394941
348,0069994	157,1053156	156,2608214
194,0942269	131,7141027	81,27129048
220,5264315	111,8576701	93,96389717
366,385796	202,3159605	109,9561893
119,1977525	64,32991247	76,29792195
137,2215783	103,3496216	100,6307622
156,0687483	137,5572841	115,4073023
135,5090734	118,7521055	94,30419718
162,0558628	116,302665	115,3662773
218,5229644	147,3069107	156,3655214
137,3007979	109,863533	117,5043269
172,7350564	119,2323458	126,7265969
239,72797	172,591756	165,4319212
145,9055534	122,5396339	127,9733748
183,5564395	129,5885052	140,3239672
196,5848951	155,0875416	139,984194
106,686637	97,4171443	81,81383367
111,3688268	131,5456991	114,8697654
