7,382463411
5,689319208
10,97608376
6,839865835
5,41382924
7,082654579
4,501104057
7,057606753
8,70882678
4,729576856
6,898780832
6,386634052
6,502282174
4,58330734
8,64580062
8,63993454
10,79112944
10,65626074
10,0126362
11,50388667
8,327098523
10,06992303
9,182794211
9,683549159
9,539697064
13,66229807
12,52011043
10,74869672
13,22259617
12,08555577
10,94848737
12,9108666
12,38695357
12,85316862
12,84178916
19,00952945
5,052322343
5,659114619
3,069676751
6,006646538
6,118932467
5,00853283
3,779298708
6,07561467
11,51435598
10,63657483
9,052111194
8,43966304
7,103769212
9,504468303
11,28937922
7,673354875
8,977434321
8,721301839
4,175031641
6,65872376
9,251143643
9,34150656
8,386942829
6,965161208
7,542517999
7,99932241
11,86622883
9,384604556
8,197047658
6,079304528
3,034791551
7,102239651
8,013844206
3,24454106
6,250817526
5,437775649
3,464667323
2,652813597
5,644244426
6,557550559
5,973255895
5,848945814
5,382969658
8,339130743
14,01640717
12,84324423
10,21870295
11,23423377
11,89455309
14,70047777
13,88805774
13,86504464
14,74818322
9,668342138
9,767072169
14,12073226
14,98604844
14,6132128
13,26458045
14,37005681
11,79077383
13,99533489
21,07135649
23,36929916
18,47212313
23,4206526
21,18104164
35,23930239
23,07753172
38,58041605
16,98859134
34,1012885
16,87159076
17,94634699
34,86685561
28,17012133
27,38007581
31,50560833
22,00507642
26,41766657
30,38510956
35,0955107
36,17251474
77,74635199
18,60428894
32,9649901
56,9155037
54,27774451
50,79355493
50,31666096
40,89675829
41,77867612
71,06741543
54,57662451
51,32043195
52,47862645
51,5583319
47,54229772
53,55405126
46,15764217
52,47381089
55,0739094
35,82573008
69,59361769
63,12145074
80,59970394
78,45119441
95,60299907
66,48628405
63,81889313
99,67880108
84,13878914
89,16830386
124,5555513
69,2092891
100,277354
75,93504793
88,69857458
82,73877829
71,71409151
73,09212931
94,38531821
144,4212376
99,67685241
99,46647918
103,3605072
92,02982509
95,91214406
140,2358718
149,1417421
176,6599465
210,045859
168,6055277
176,8115496
290,1924779
122,3215879
131,2339994
216,5603006
221,4146964
211,6588584
299,447481
389,4334342
333,2486987
479,8313978
203,4719452
265,5361729
554,3040593
234,3420841
255,3111271
495,2762756
138,2873486
175,6698758
230,1132149
192,3190842
250,9019501
349,8268235
196,1416958
219,1581144
323,3835921
221,5811698
255,5151836
268,5674231
166,4932786
168,7713891
