0,022865309	0,02359882	0,025117739	0,009478673	0,008525957	0,007042254
0,021303258	0,018507094	0,019847328	0	0,01230661	0,006896552
0,020079523	0,027496382	0,008528785	0,009584665	0,005213764	0,023584906
0,018501388	0,026315789	0,018570102	0,008219178	0,004612546	0,017621145
0,016339869	0,016386727	0,015650741	0,01369863	0,004164931	0,008510638
0,012267044	0,010262726	0,01010101	0,003144654	0,002723682	0,004329004
0,00942029	0,011173184	0,009549795	0,004166667	0,003419973	0
0,01885626	0,023296447	0,011554622	0,006968641	0,005522247	0
0,016181989	0,014761905	0,007281553	0,004	0,004641807	0,004504505
0,007159294	0,012561442	0,007361963	0,012605042	0,004069673	0,006097561
0,013297217	0,016377649	0,016425121	0,003389831	0,003838477	0,01242236
0,011850731	0,017568851	0,00855615	0	0,003877171	0,01986755
0,009956854	0,010506799	0,005763689	0,015228426	0,000887942	0
0,006339581	0,007674144	0,010139417	0,009259259	0,001758706	0,007407407
0,010467849	0,006625259	0,008635579	0,006802721	0,002021291	0,01025641
0,015	0,004970179	0,008505468	0,018450185	0,007085498	0
0,012830002	0,019717102	0,016184971	0,007604563	0,00134662	0
0,012555391	0,01665936	0,015151515	0,010600707	0,001443835	0,010416667
0,017028986	0,031420765	0,009724473	0,014084507	0,013477089	0,013071895
0,022054381	0,021505376	0,017316017	0,025	0,012849341	0,006756757
0,03230042	0,02879902	0,035851472	0,044217687	0,013127188	0,029411765
0,026607017	0,040305011	0,030668127	0,018348624	0,018838962	0,052287582
0,020477816	0,035697511	0,050492611	0,026143791	0,014274062	0,024242424
0,023283161	0,044362292	0,016908213	0,022364217	0,004925415	0,030120482
0,038071066	0,051112943	0,032258065	0,030674847	0,012239902	0,082644628
0,038314176	0,052741152	0,035260931	0,005952381	0,014789039	0,02970297
0,027394209	0,034521158	0,034591195	0,025751073	0,012569316	0,050359712
0,030117532	0,024012807	0,017013233	0,019830028	0,01015916	0,006369427
0,024138566	0,038697499	0,02248394	0,013736264	0,014710799	0,010416667
0,020717899	0,040318302	0,019874477	0,030434783	0,015549796	0,026666667
0,030504909	0,034731324	0,035670357	0,055776892	0,008678501	0,043165468
0,040012702	0,043572985	0,03652968	0,029288703	0,016254156	0,035502959
0,034376603	0,02676399	0,051162791	0,031847134	0,017047656	0,027173913
0,03195122	0,033448106	0,041067762	0,022535211	0,014941302	0,053191489
0,029802154	0,0352657	0,051102204	0,0375	0,012129861	0,074285714
0,034547402	0,048877805	0,025592417	0,053639847	0,011311417	0,012195122
0,03090379	0,053359684	0,030791789	0,030651341	0,02167456	0,03875969
0,036542923	0,053063803	0,029490617	0,049773756	0,017481189	0,028571429
0,040755041	0,086642599	0,038335159	0,052083333	0,030350037	0,018072289
0,045220746	0,059932334	0,03003876	0,046728972	0,013849582	0,024509804
0,038873371	0,060208239	0,034782609	0,046153846	0,018522067	0,036458333
0,050308495	0,072770892	0,04744186	0,056756757	0,02572426	0,03960396
0,068085106	0,057790368	0,043294615	0,032258065	0,02607962	0,05988024
0,091559371	0,061596144	0,032085561	0,064516129	0,023864673	0,024242424
0,057486997	0,062346588	0,034239678	0,035608309	0,023431747	0,040935673
0,081162094	0,072054528	0,041292639	0,040625	0,031003572	0,032085561
0,040725171	0,044234592	0,063551402	0,053797468	0,031763195	0,024691358
0,068623124	0,053314121	0,049559471	0,056939502	0,030604936	0,023952096
0,043601359	0,066791511	0,034749035	0,097165992	0,028477858	0,050420168
0,042235385	0,10443038	0,06056701	0,028340081	0,019928002	0,052238806
0,057107053	0,0604053	0,061368209	0,055393586	0,04494786	0,053658537
0,055507745	0,057953637	0,041176471	0,041975309	0,022185598	0,020618557
0,055432862	0,052831623	0,049718574	0,044854881	0,014882798	0,018348624
0,052679548	0,104780616	0,039622642	0,038379531	0,056352459	0,050847458
0,057796853	0,059259259	0,041109969	0,053030303	0,026360787	0,084210526
0,068220101	0,083769634	0,049951028	0,050251256	0,022528321	0,043715847
0,060008573	0,074476048	0,073446328	0,056300268	0,029818379	0,041666667
0,070160243	0,054977712	0,056431535	0,038167939	0,02934422	0,027472527
0,066813363	0,066841415	0,054794521	0,066997519	0,031929264	0,017751479
0,131021898	0,105581999	0,05803196	0,085574572	0,08797654	0,070351759
0,046248992	0,061259217	0,056962025	0,075539568	0,033751623	0,072847682
0,068263205	0,105687416	0,059459459	0,066489362	0,040555764	0,069620253
0,090612105	0,115635805	0,06400665	0,100817439	0,054135338	0,077294686
0,086515308	0,106214689	0,067077872	0,057291667	0,028481914	0,026086957
0,08569869	0,098610192	0,065233506	0,045454545	0,038357806	0,029288703
0,086178262	0,092693917	0,093918919	0,050480769	0,036749928	0,037344398
0,105790646	0,125251509	0,08	0,051428571	0,045135035	0,04519774
0,109577465	0,135555556	0,084025854	0,085858586	0,041482489	0,059459459
0,137040099	0,156033287	0,104200323	0,097130243	0,054324071	0,110091743
0,100216152	0,102765556	0,088617886	0,090439276	0,0506248	0,073170732
0,100355425	0,126348228	0,077922078	0,068376068	0,041541039	0,073298429
0,08724236	0,114465409	0,066565809	0,098958333	0,051267113	0,080188679
0,114699596	0,151303538	0,100323625	0,077205882	0,055204416	0,067164179
0,082745826	0,149589278	0,121118012	0,136942675	0,05651935	0,097435897
0,070153417	0,112142857	0,087332809	0,138228942	0,05834113	0,12033195
0,080639168	0,119415449	0,088392857	0,092838196	0,05003621	0,088235294
0,083136991	0,127266733	0,110349554	0,073359073	0,051017272	0,102766798
0,076526098	0,108160984	0,070634402	0,06935123	0,083837356	0,091525424
0,08792924	0,143928739	0,100354191	0,109625668	0,066376576	0,109004739
0,135057471	0,187426326	0,103341103	0,113259669	0,069835243	0,097560976
0,126000843	0,16399287	0,09991942	0,140096618	0,078067165	0,110047847
0,141222079	0,198781417	0,117083947	0,124365482	0,066054561	0,098130841
0,140011276	0,218407597	0,115273775	0,166240409	0,061021086	0,12
0,137763617	0,17666544	0,106973059	0,159509202	0,085371638	0,155172414
0,160487557	0,213985279	0,110898662	0,164122137	0,098785914	0,126666667
0,110263397	0,197876448	0,135742188	0,145510836	0,076671192	0,140350877
0,132671606	0,187200548	0,113788487	0,119592875	0,095684684	0,124378109
0,121441551	0,167949615	0,104239055	0,125265393	0,079459954	0,077294686
0,139921079	0,150116822	0,104540024	0,114173228	0,070545596	0,074074074
0,130496765	0,132479449	0,078287197	0,098250336	0,070285045	0,07183908
0,273893256	0,489069332	0,192419825	0,173515982	0,091213486	0,18
0,197452229	0,262167126	0,168599465	0,202054795	0,092724083	0,157894737
0,193831428	0,357528494	0,188442211	0,225531915	0,117256024	0,223021583
0,207643622	0,302097902	0,180136319	0,195804196	0,134155487	0,153374233
0,182988506	0,346037246	0,145122918	0,240625	0,114677007	0,222929936
0,183510638	0,286516854	0,144800777	0,209964413	0,14241811	0,263803681
0,177017853	0,295744681	0,157200811	0,18699187	0,15626364	0,153225806
0,201461147	0,269777778	0,162309368	0,196491228	0,101192925	0,2
0,221129442	0,331523846	0,129209622	0,221917808	0,153846154	0,154639175
0,163137388	0,261960784	0,138582677	0,223684211	0,143858355	0,17
0,137330478	0,256942121	0,12033462	0,156378601	0,131813324	0,182320442
0,159878614	0,283159948	0,179056238	0,261455526	0,148345378	0,238341969
0,221065675	0,285416667	0,187102634	0,243523316	0,127398938	0,227777778
0,206430155	0,288135593	0,160662824	0,271186441	0,119089317	0,256756757
0,283634851	0,346170678	0,183172003	0,287234043	0,160443623	0,25862069
0,266801322	0,329842932	0,206748026	0,195061728	0,163981382	0,25
0,315779817	0,398167724	0,238163558	0,273809524	0,15483871	0,20212766
0,279928855	0,323423173	0,231185707	0,209540034	0,157632888	0,19379845
0,480420807	0,491351351	0,401242236	0,313207547	0,164562202	0,426829268
0,365698537	0,486750349	0,318924111	0,368231047	0,176103011	0,323308271
0,44881141	0,448623497	0,322847682	0,339393939	0,208400908	0,214285714
0,333240223	0,431544359	0,334004024	0,260330579	0,141276428	0,189655172
0,387878788	0,362113402	0,260416667	0,306772908	0,159304144	0,176923077
0,392711045	0,404520655	0,270940171	0,312883436	0,178064923	0,231292517
0,482573727	0,482573727	0,311839323	0,302158273	0,221814543	0,282352941
0,456675508	0,496460595	0,333601286	0,420537897	0,243439772	0,352631579
0,506142931	0,572152886	0,414961186	0,374439462	0,291909286	0,372340426
0,585602215	0,555844156	0,461538462	0,441102757	0,243460448	0,343373494
0,553665589	0,618225612	0,471255061	0,453804348	0,268407395	0,487951807
0,645121279	0,666251557	0,552186589	0,583333333	0,366596083	0,461187215
0,498367244	0,57660021	0,40392562	0,460076046	0,459107807	0,360294118
0,53701016	0,556315789	0,391627907	0,402234637	0,428571429	0,34351145
0,501158802	0,654350898	0,43373494	0,456737589	0,443425076	0,316498316
0,597178683	0,650129582	0,584033613	0,47740113	0,496515679	0,481707317
0,493172373	0,669553169	0,493322204	0,530898876	0,480538922	0,43373494
0,629133038	0,700622776	0,547826087	0,477642276	0,475540387	0,440191388
0,560215947	0,633668904	0,442857143	0,477744807	0,483695652	0,409395973
0,565819861	0,673826174	0,539370079	0,57183908	0,583591331	0,472392638
0,680690073	0,594314253	0,623931624	0,652892562	0,585294118	0,539215686
0,657931516	0,690315898	0,596408318	0,612426036	0,618729097	0,588652482
0,706034483	0,740636704	0,615308151	0,641975309	0,567823344	0,548780488
0,764968722	0,750759878	0,62900641	0,668367347	0,644472362	0,617486339
0,674035088	0,715328467	0,583665339	0,563318777	0,652173913	0,521126761
0,673040752	0,722222222	0,58440367	0,563758389	0,641233766	0,541666667
0,671610169	0,770283169	0,65787598	0,658823529	0,689564069	0,666666667
0,642519219	0,721693625	0,59582198	0,561020036	0,620845921	0,542168675
0,605555556	0,668204537	0,540856031	0,6	0,519685039	0,418994413
0,658341658	0,528720278	0,661111111	0,608695652	0,685552408	0,591194969
0,581908832	0,473983384	0,623067776	0,531322506	0,579868709	0,581395349
0,547194719	0,670837867	0,611927398	0,496732026	0,612121212	0,545454545
0,724004753	0,717745692	0,62016129	0,640684411	0,676656151	0,6
